Date, Test , ComputeTime
21/03/24, 1000000 @ -O2, 0.097482
21/03/24, 1000000 @ -O3, 0.096811
21/03/24, 5000000 @ -O0, 3.039677
21/03/24, 5000000 @ -O1, 3.158585
21/03/24, 5000000 @ -O2, 3.244223
21/03/24, 5000000 @ -O3, 3.179078
21/03/24, 10000000 @ -O0, 13.027451
21/03/24, 10000000 @ -O1, 13.302287
21/03/24, 10000000 @ -O2, 13.352939
21/03/24, 10000000 @ -O3, 13.284938
22/03/24, 500000 @ -O0, 0.036763
22/03/24, 500000 @ -O1, 0.036827
22/03/24, 500000 @ -O2, 0.038708
22/03/24, 500000 @ -O3, 0.036864
22/03/24, 1000000 @ -O0, 0.102886
22/03/24, 1000000 @ -O1, 0.102097
22/03/24, 1000000 @ -O2, 0.103163
22/03/24, 1000000 @ -O3, 0.104328
22/03/24, 5000000 @ -O0, 5.075569
22/03/24, 5000000 @ -O1, 3.505387
22/03/24, 5000000 @ -O2, 4.033055
22/03/24, 5000000 @ -O3, 3.753118
22/03/24, 10000000 @ -O0, 16.179542
22/03/24, 10000000 @ -O1, 14.990420
22/03/24, 10000000 @ -O2, 15.956751
22/03/24, 10000000 @ -O3, 13.870155
23/03/24, 500000 @ -O0, 0.035233
23/03/24, 500000 @ -O1, 0.036379
23/03/24, 500000 @ -O2, 0.036634
23/03/24, 500000 @ -O3, 0.036492
23/03/24, 1000000 @ -O0, 0.099862
23/03/24, 1000000 @ -O1, 0.101166
23/03/24, 1000000 @ -O2, 0.101288
23/03/24, 1000000 @ -O3, 0.101220
23/03/24, 5000000 @ -O0, 3.791816
23/03/24, 5000000 @ -O1, 3.417904
23/03/24, 5000000 @ -O2, 3.472843
23/03/24, 5000000 @ -O3, 3.804700
23/03/24, 10000000 @ -O0, 14.655949
23/03/24, 10000000 @ -O1, 14.791183
23/03/24, 10000000 @ -O2, 15.024591
23/03/24, 10000000 @ -O3, 13.719308
24/03/24, 500000 @ -O0, 0.036566
24/03/24, 500000 @ -O1, 0.037191
24/03/24, 500000 @ -O2, 0.037494
24/03/24, 500000 @ -O3, 0.037234
24/03/24, 1000000 @ -O0, 0.100346
24/03/24, 1000000 @ -O1, 0.102133
24/03/24, 1000000 @ -O2, 0.102921
24/03/24, 1000000 @ -O3, 0.102921
24/03/24, 5000000 @ -O0, 5.870647
24/03/24, 5000000 @ -O1, 6.035446
24/03/24, 5000000 @ -O2, 6.168730
24/03/24, 5000000 @ -O3, 6.338125
24/03/24, 10000000 @ -O0, 17.604136
24/03/24, 10000000 @ -O1, 16.181372
24/03/24, 10000000 @ -O2, 17.658516
24/03/24, 10000000 @ -O3, 17.467025
25/03/24, 500000 @ -O0, 0.035649
25/03/24, 500000 @ -O1, 0.036356
25/03/24, 500000 @ -O2, 0.036634
25/03/24, 500000 @ -O3, 0.036769
25/03/24, 1000000 @ -O0, 0.098868
25/03/24, 1000000 @ -O1, 0.101121
25/03/24, 1000000 @ -O2, 0.101694
25/03/24, 1000000 @ -O3, 0.100858
25/03/24, 5000000 @ -O0, 3.839613
25/03/24, 5000000 @ -O1, 3.710953
25/03/24, 5000000 @ -O2, 3.979873
25/03/24, 5000000 @ -O3, 3.757838
25/03/24, 10000000 @ -O0, 14.529571
25/03/24, 10000000 @ -O1, 14.651442
25/03/24, 10000000 @ -O2, 14.927074
25/03/24, 10000000 @ -O3, 14.973406
26/03/24, 500000 @ -O0, 0.035355
26/03/24, 500000 @ -O1, 0.036752
26/03/24, 500000 @ -O2, 0.036656
26/03/24, 500000 @ -O3, 0.037447
26/03/24, 1000000 @ -O0, 0.099903
26/03/24, 1000000 @ -O1, 0.102960
26/03/24, 1000000 @ -O2, 0.104306
26/03/24, 1000000 @ -O3, 0.104126
26/03/24, 5000000 @ -O0, 5.631918
26/03/24, 5000000 @ -O1, 5.558675
26/03/24, 5000000 @ -O2, 5.339481
26/03/24, 5000000 @ -O3, 5.392995
26/03/24, 10000000 @ -O0, 16.862042
26/03/24, 10000000 @ -O1, 17.101017
26/03/24, 10000000 @ -O2, 17.398589
26/03/24, 10000000 @ -O3, 17.620570
27/03/24, 500000 @ -O0, 0.035119
27/03/24, 500000 @ -O1, 0.037239
27/03/24, 500000 @ -O2, 0.036454
27/03/24, 500000 @ -O3, 0.036424
27/03/24, 1000000 @ -O0, 0.097297
27/03/24, 1000000 @ -O1, 0.100609
27/03/24, 1000000 @ -O2, 0.100984
27/03/24, 1000000 @ -O3, 0.101074
27/03/24, 5000000 @ -O0, 3.224995
27/03/24, 5000000 @ -O1, 3.428827
27/03/24, 5000000 @ -O2, 4.001744
27/03/24, 5000000 @ -O3, 4.249286
27/03/24, 10000000 @ -O0, 13.967040
27/03/24, 10000000 @ -O1, 14.822821
27/03/24, 10000000 @ -O2, 15.044762
27/03/24, 10000000 @ -O3, 15.745267
28/03/24, 500000 @ -O0, 0.036673
28/03/24, 500000 @ -O1, 0.037188
28/03/24, 500000 @ -O2, 0.036566
28/03/24, 500000 @ -O3, 0.036406
28/03/24, 1000000 @ -O0, 0.099871
28/03/24, 1000000 @ -O1, 0.100693
28/03/24, 1000000 @ -O2, 0.101226
28/03/24, 1000000 @ -O3, 0.100679
28/03/24, 5000000 @ -O0, 3.625104
28/03/24, 5000000 @ -O1, 3.764745
28/03/24, 5000000 @ -O2, 3.753420
28/03/24, 5000000 @ -O3, 3.752759
28/03/24, 10000000 @ -O0, 14.938118
28/03/24, 10000000 @ -O1, 15.108179
28/03/24, 10000000 @ -O2, 15.241522
28/03/24, 10000000 @ -O3, 15.778047
29/03/24, 500000 @ -O0, 0.038181
29/03/24, 500000 @ -O1, 0.037477
29/03/24, 500000 @ -O2, 0.038156
29/03/24, 500000 @ -O3, 0.037404
29/03/24, 1000000 @ -O0, 0.103453
29/03/24, 1000000 @ -O1, 0.103433
29/03/24, 1000000 @ -O2, 0.103235
29/03/24, 1000000 @ -O3, 0.104367
29/03/24, 5000000 @ -O0, 5.872909
29/03/24, 5000000 @ -O1, 5.968997
29/03/24, 5000000 @ -O2, 6.152702
29/03/24, 5000000 @ -O3, 5.978386
29/03/24, 10000000 @ -O0, 17.168170
29/03/24, 10000000 @ -O1, 17.836227
29/03/24, 10000000 @ -O2, 17.813223
29/03/24, 10000000 @ -O3, 17.590966
30/03/24, 500000 @ -O0, 0.037257
30/03/24, 500000 @ -O1, 0.038717
30/03/24, 500000 @ -O2, 0.037703
30/03/24, 500000 @ -O3, 0.037266
30/03/24, 1000000 @ -O0, 0.108181
30/03/24, 1000000 @ -O1, 0.106309
30/03/24, 1000000 @ -O2, 0.111483
30/03/24, 1000000 @ -O3, 0.112130
30/03/24, 5000000 @ -O0, 6.127494
30/03/24, 5000000 @ -O1, 6.214605
30/03/24, 5000000 @ -O2, 6.214262
30/03/24, 5000000 @ -O3, 6.195070
30/03/24, 10000000 @ -O0, 17.684310
30/03/24, 10000000 @ -O1, 18.067873
30/03/24, 10000000 @ -O2, 18.092840
30/03/24, 10000000 @ -O3, 18.132875
31/03/24, 500000 @ -O0, 0.036733
31/03/24, 500000 @ -O1, 0.036879
31/03/24, 500000 @ -O2, 0.037005
31/03/24, 500000 @ -O3, 0.036997
31/03/24, 1000000 @ -O0, 0.101118
31/03/24, 1000000 @ -O1, 0.102239
31/03/24, 1000000 @ -O2, 0.102962
31/03/24, 1000000 @ -O3, 0.102969
31/03/24, 5000000 @ -O0, 4.682966
31/03/24, 5000000 @ -O1, 4.351040
31/03/24, 5000000 @ -O2, 4.607589
31/03/24, 5000000 @ -O3, 4.667444
31/03/24, 10000000 @ -O0, 16.923869
31/03/24, 10000000 @ -O1, 16.747252
31/03/24, 10000000 @ -O2, 17.015847
31/03/24, 10000000 @ -O3, 16.884306
01/04/24, 500000 @ -O0, 0.036337
01/04/24, 500000 @ -O1, 0.036270
01/04/24, 500000 @ -O2, 0.037498
01/04/24, 500000 @ -O3, 0.036868
01/04/24, 1000000 @ -O0, 0.100322
01/04/24, 1000000 @ -O1, 0.101239
01/04/24, 1000000 @ -O2, 0.102589
01/04/24, 1000000 @ -O3, 0.102712
01/04/24, 5000000 @ -O0, 4.005861
01/04/24, 5000000 @ -O1, 4.075470
01/04/24, 5000000 @ -O2, 4.812494
01/04/24, 5000000 @ -O3, 4.694531
01/04/24, 10000000 @ -O0, 15.777659
01/04/24, 10000000 @ -O1, 16.181396
01/04/24, 10000000 @ -O2, 16.205942
01/04/24, 10000000 @ -O3, 16.665655
02/04/24, 500000 @ -O0, 0.038785
02/04/24, 500000 @ -O1, 0.037213
02/04/24, 500000 @ -O2, 0.037231
02/04/24, 500000 @ -O3, 0.037472
02/04/24, 1000000 @ -O0, 0.100400
02/04/24, 1000000 @ -O1, 0.103219
02/04/24, 1000000 @ -O2, 0.104289
02/04/24, 1000000 @ -O3, 0.105073
02/04/24, 5000000 @ -O0, 4.195274
02/04/24, 5000000 @ -O1, 4.359726
02/04/24, 5000000 @ -O2, 4.569217
02/04/24, 5000000 @ -O3, 4.754484
02/04/24, 10000000 @ -O0, 17.300025
02/04/24, 10000000 @ -O1, 18.668664
02/04/24, 10000000 @ -O2, 17.222656
02/04/24, 10000000 @ -O3, 18.599005
03/04/24, 500000 @ -O0, 0.036045
03/04/24, 500000 @ -O1, 0.042961
03/04/24, 500000 @ -O2, 0.037293
03/04/24, 500000 @ -O3, 0.036563
03/04/24, 1000000 @ -O0, 0.100646
03/04/24, 1000000 @ -O1, 0.102840
03/04/24, 1000000 @ -O2, 0.103243
03/04/24, 1000000 @ -O3, 0.103108
03/04/24, 5000000 @ -O0, 3.983109
03/04/24, 5000000 @ -O1, 4.152056
03/04/24, 5000000 @ -O2, 4.095500
03/04/24, 5000000 @ -O3, 4.134487
03/04/24, 10000000 @ -O0, 15.052399
03/04/24, 10000000 @ -O1, 15.775512
03/04/24, 10000000 @ -O2, 15.831139
03/04/24, 10000000 @ -O3, 15.945712
04/04/24, 500000 @ -O0, 0.036342
04/04/24, 500000 @ -O1, 0.037733
04/04/24, 500000 @ -O2, 0.036674
04/04/24, 500000 @ -O3, 0.037237
04/04/24, 1000000 @ -O0, 0.102028
04/04/24, 1000000 @ -O1, 0.104582
04/04/24, 1000000 @ -O2, 0.103416
04/04/24, 1000000 @ -O3, 0.103180
04/04/24, 5000000 @ -O0, 4.750331
04/04/24, 5000000 @ -O1, 5.434226
04/04/24, 5000000 @ -O2, 4.644315
04/04/24, 5000000 @ -O3, 4.769005
04/04/24, 10000000 @ -O0, 16.279846
04/04/24, 10000000 @ -O1, 17.088779
04/04/24, 10000000 @ -O2, 17.510105
04/04/24, 10000000 @ -O3, 17.312803
05/04/24, 500000 @ -O0, 0.036239
05/04/24, 500000 @ -O1, 0.037003
05/04/24, 500000 @ -O2, 0.037473
05/04/24, 500000 @ -O3, 0.036298
05/04/24, 1000000 @ -O0, 0.101259
05/04/24, 1000000 @ -O1, 0.101098
05/04/24, 1000000 @ -O2, 0.103402
05/04/24, 1000000 @ -O3, 0.102700
05/04/24, 5000000 @ -O0, 4.419152
05/04/24, 5000000 @ -O1, 4.429575
05/04/24, 5000000 @ -O2, 4.299330
05/04/24, 5000000 @ -O3, 4.582260
05/04/24, 10000000 @ -O0, 17.028577
05/04/24, 10000000 @ -O1, 16.374353
05/04/24, 10000000 @ -O2, 17.585602
05/04/24, 10000000 @ -O3, 16.152935
06/04/24, 500000 @ -O0, 0.036322
06/04/24, 500000 @ -O1, 0.036813
06/04/24, 500000 @ -O2, 0.037593
06/04/24, 500000 @ -O3, 0.036721
06/04/24, 1000000 @ -O0, 0.100829
06/04/24, 1000000 @ -O1, 0.102159
06/04/24, 1000000 @ -O2, 0.102256
06/04/24, 1000000 @ -O3, 0.104288
06/04/24, 5000000 @ -O0, 3.562965
06/04/24, 5000000 @ -O1, 3.814994
06/04/24, 5000000 @ -O2, 4.713935
06/04/24, 5000000 @ -O3, 4.835423
06/04/24, 10000000 @ -O0, 16.166031
06/04/24, 10000000 @ -O1, 16.318756
06/04/24, 10000000 @ -O2, 16.954911
06/04/24, 10000000 @ -O3, 15.724959
07/04/24, 500000 @ -O0, 0.067483
07/04/24, 500000 @ -O1, 0.036209
07/04/24, 500000 @ -O2, 0.036612
07/04/24, 500000 @ -O3, 0.036411
07/04/24, 1000000 @ -O0, 0.097100
07/04/24, 1000000 @ -O1, 0.102035
07/04/24, 1000000 @ -O2, 0.101096
07/04/24, 1000000 @ -O3, 0.102368
07/04/24, 5000000 @ -O0, 4.106183
07/04/24, 5000000 @ -O1, 3.414891
07/04/24, 5000000 @ -O2, 4.015950
07/04/24, 5000000 @ -O3, 4.148222
07/04/24, 10000000 @ -O0, 16.936280
07/04/24, 10000000 @ -O1, 14.134175
07/04/24, 10000000 @ -O2, 15.932814
07/04/24, 10000000 @ -O3, 14.349860
08/04/24, 500000 @ -O0, 0.035716
08/04/24, 500000 @ -O1, 0.036715
08/04/24, 500000 @ -O2, 0.036904
08/04/24, 500000 @ -O3, 0.036488
08/04/24, 1000000 @ -O0, 0.099229
08/04/24, 1000000 @ -O1, 0.100930
08/04/24, 1000000 @ -O2, 0.101335
08/04/24, 1000000 @ -O3, 0.101231
08/04/24, 5000000 @ -O0, 3.784632
08/04/24, 5000000 @ -O1, 3.936020
08/04/24, 5000000 @ -O2, 3.798411
08/04/24, 5000000 @ -O3, 3.847824
08/04/24, 10000000 @ -O0, 14.835465
08/04/24, 10000000 @ -O1, 15.553010
08/04/24, 10000000 @ -O2, 15.329736
08/04/24, 10000000 @ -O3, 15.515983
09/04/24, 500000 @ -O0, 0.035411
09/04/24, 500000 @ -O1, 0.037179
09/04/24, 500000 @ -O2, 0.036865
09/04/24, 500000 @ -O3, 0.037030
09/04/24, 1000000 @ -O0, 0.100824
09/04/24, 1000000 @ -O1, 0.101036
09/04/24, 1000000 @ -O2, 0.103791
09/04/24, 1000000 @ -O3, 0.102978
09/04/24, 5000000 @ -O0, 4.239251
09/04/24, 5000000 @ -O1, 4.458660
09/04/24, 5000000 @ -O2, 4.322275
09/04/24, 5000000 @ -O3, 4.485424
09/04/24, 10000000 @ -O0, 16.006124
09/04/24, 10000000 @ -O1, 16.836046
09/04/24, 10000000 @ -O2, 17.035471
09/04/24, 10000000 @ -O3, 17.429899
10/04/24, 500000 @ -O0, 0.036368
10/04/24, 500000 @ -O1, 0.037035
10/04/24, 500000 @ -O2, 0.037213
10/04/24, 500000 @ -O3, 0.037231
10/04/24, 1000000 @ -O0, 0.100517
10/04/24, 1000000 @ -O1, 0.101747
10/04/24, 1000000 @ -O2, 0.101382
10/04/24, 1000000 @ -O3, 0.102281
10/04/24, 5000000 @ -O0, 3.810147
10/04/24, 5000000 @ -O1, 3.496257
10/04/24, 5000000 @ -O2, 3.541324
10/04/24, 5000000 @ -O3, 3.833504
10/04/24, 10000000 @ -O0, 14.943844
10/04/24, 10000000 @ -O1, 14.311741
10/04/24, 10000000 @ -O2, 15.535530
10/04/24, 10000000 @ -O3, 13.478907
11/04/24, 500000 @ -O0, 0.036987
11/04/24, 500000 @ -O1, 0.036929
11/04/24, 500000 @ -O2, 0.036863
11/04/24, 500000 @ -O3, 0.037214
11/04/24, 1000000 @ -O0, 0.098320
11/04/24, 1000000 @ -O1, 0.100936
11/04/24, 1000000 @ -O2, 0.101520
11/04/24, 1000000 @ -O3, 0.101604
11/04/24, 5000000 @ -O0, 3.399710
11/04/24, 5000000 @ -O1, 3.782960
11/04/24, 5000000 @ -O2, 3.659650
11/04/24, 5000000 @ -O3, 3.591021
11/04/24, 10000000 @ -O0, 14.786709
11/04/24, 10000000 @ -O1, 14.888225
11/04/24, 10000000 @ -O2, 14.587183
11/04/24, 10000000 @ -O3, 14.674737
12/04/24, 500000 @ -O0, 0.036388
12/04/24, 500000 @ -O1, 0.037209
12/04/24, 500000 @ -O2, 0.037100
12/04/24, 500000 @ -O3, 0.037771
12/04/24, 1000000 @ -O0, 0.114097
12/04/24, 1000000 @ -O1, 0.158671
12/04/24, 1000000 @ -O2, 0.127559
12/04/24, 1000000 @ -O3, 0.149810
12/04/24, 5000000 @ -O0, 6.091120
12/04/24, 5000000 @ -O1, 6.206504
12/04/24, 5000000 @ -O2, 6.259089
12/04/24, 5000000 @ -O3, 6.276785
12/04/24, 10000000 @ -O0, 17.597986
12/04/24, 10000000 @ -O1, 17.251654
12/04/24, 10000000 @ -O2, 17.096002
12/04/24, 10000000 @ -O3, 17.973059
13/04/24, 500000 @ -O0, 0.036223
13/04/24, 500000 @ -O1, 0.036761
13/04/24, 500000 @ -O2, 0.037398
13/04/24, 500000 @ -O3, 0.036772
13/04/24, 1000000 @ -O0, 0.098982
13/04/24, 1000000 @ -O1, 0.101232
13/04/24, 1000000 @ -O2, 0.101574
13/04/24, 1000000 @ -O3, 0.101618
13/04/24, 5000000 @ -O0, 4.279164
13/04/24, 5000000 @ -O1, 4.087366
13/04/24, 5000000 @ -O2, 4.097009
13/04/24, 5000000 @ -O3, 4.074574
13/04/24, 10000000 @ -O0, 16.860760
13/04/24, 10000000 @ -O1, 15.591898
13/04/24, 10000000 @ -O2, 14.574045
13/04/24, 10000000 @ -O3, 14.619637
14/04/24, 500000 @ -O0, 0.036844
14/04/24, 500000 @ -O1, 0.037037
14/04/24, 500000 @ -O2, 0.037172
14/04/24, 500000 @ -O3, 0.037318
14/04/24, 1000000 @ -O0, 0.103285
14/04/24, 1000000 @ -O1, 0.102347
14/04/24, 1000000 @ -O2, 0.102335
14/04/24, 1000000 @ -O3, 0.104579
14/04/24, 5000000 @ -O0, 6.115335
14/04/24, 5000000 @ -O1, 6.071793
14/04/24, 5000000 @ -O2, 6.127482
14/04/24, 5000000 @ -O3, 5.956127
14/04/24, 10000000 @ -O0, 17.511606
14/04/24, 10000000 @ -O1, 17.761513
14/04/24, 10000000 @ -O2, 17.829848
14/04/24, 10000000 @ -O3, 17.911964
15/04/24, 500000 @ -O0, 0.035957
15/04/24, 500000 @ -O1, 0.036552
15/04/24, 500000 @ -O2, 0.036217
15/04/24, 500000 @ -O3, 0.036726
15/04/24, 1000000 @ -O0, 0.099748
15/04/24, 1000000 @ -O1, 0.101077
15/04/24, 1000000 @ -O2, 0.101767
15/04/24, 1000000 @ -O3, 0.101683
15/04/24, 5000000 @ -O0, 4.570481
15/04/24, 5000000 @ -O1, 4.499876
15/04/24, 5000000 @ -O2, 4.881094
15/04/24, 5000000 @ -O3, 4.548972
15/04/24, 10000000 @ -O0, 15.800423
15/04/24, 10000000 @ -O1, 16.151182
15/04/24, 10000000 @ -O2, 16.028515
15/04/24, 10000000 @ -O3, 15.932429
16/04/24, 500000 @ -O0, 0.035447
16/04/24, 500000 @ -O1, 0.036384
16/04/24, 500000 @ -O2, 0.036294
16/04/24, 500000 @ -O3, 0.036477
16/04/24, 1000000 @ -O0, 0.097618
16/04/24, 1000000 @ -O1, 0.101022
16/04/24, 1000000 @ -O2, 0.101557
16/04/24, 1000000 @ -O3, 0.102201
16/04/24, 5000000 @ -O0, 3.359449
16/04/24, 5000000 @ -O1, 3.365193
16/04/24, 5000000 @ -O2, 3.371139
16/04/24, 5000000 @ -O3, 3.456447
16/04/24, 10000000 @ -O0, 13.839833
16/04/24, 10000000 @ -O1, 14.177882
16/04/24, 10000000 @ -O2, 14.333480
16/04/24, 10000000 @ -O3, 14.944509
17/04/24, 500000 @ -O0, 0.036271
17/04/24, 500000 @ -O1, 0.036825
17/04/24, 500000 @ -O2, 0.036460
17/04/24, 500000 @ -O3, 0.037804
17/04/24, 1000000 @ -O0, 0.102423
17/04/24, 1000000 @ -O1, 0.102561
17/04/24, 1000000 @ -O2, 0.102128
17/04/24, 1000000 @ -O3, 0.102767
17/04/24, 5000000 @ -O0, 5.662522
17/04/24, 5000000 @ -O1, 5.710847
17/04/24, 5000000 @ -O2, 5.900829
17/04/24, 5000000 @ -O3, 5.689788
17/04/24, 10000000 @ -O0, 17.892702
17/04/24, 10000000 @ -O1, 17.882696
17/04/24, 10000000 @ -O2, 18.073851
17/04/24, 10000000 @ -O3, 17.959985
18/04/24, 500000 @ -O0, 0.036937
18/04/24, 500000 @ -O1, 0.037651
18/04/24, 500000 @ -O2, 0.036962
18/04/24, 500000 @ -O3, 0.036431
18/04/24, 1000000 @ -O0, 0.099549
18/04/24, 1000000 @ -O1, 0.102459
18/04/24, 1000000 @ -O2, 0.102125
18/04/24, 1000000 @ -O3, 0.101440
18/04/24, 5000000 @ -O0, 4.593583
18/04/24, 5000000 @ -O1, 5.501033
18/04/24, 5000000 @ -O2, 5.973877
18/04/24, 5000000 @ -O3, 5.500274
18/04/24, 10000000 @ -O0, 15.736308
18/04/24, 10000000 @ -O1, 16.515525
18/04/24, 10000000 @ -O2, 17.118193
18/04/24, 10000000 @ -O3, 16.178684
19/04/24, 500000 @ -O0, 0.036847
19/04/24, 500000 @ -O1, 0.036963
19/04/24, 500000 @ -O2, 0.036978
19/04/24, 500000 @ -O3, 0.036705
19/04/24, 1000000 @ -O0, 0.107715
19/04/24, 1000000 @ -O1, 0.112277
19/04/24, 1000000 @ -O2, 0.115849
19/04/24, 1000000 @ -O3, 0.111815
19/04/24, 5000000 @ -O0, 5.373585
19/04/24, 5000000 @ -O1, 5.577284
19/04/24, 5000000 @ -O2, 5.519932
19/04/24, 5000000 @ -O3, 5.496303
19/04/24, 10000000 @ -O0, 16.908424
19/04/24, 10000000 @ -O1, 17.566991
19/04/24, 10000000 @ -O2, 17.571572
19/04/24, 10000000 @ -O3, 17.616207
20/04/24, 500000 @ -O0, 0.036842
20/04/24, 500000 @ -O1, 0.037296
20/04/24, 500000 @ -O2, 0.036366
20/04/24, 500000 @ -O3, 0.037610
20/04/24, 1000000 @ -O0, 0.101645
20/04/24, 1000000 @ -O1, 0.103294
20/04/24, 1000000 @ -O2, 0.104410
20/04/24, 1000000 @ -O3, 0.102367
20/04/24, 5000000 @ -O0, 4.402409
20/04/24, 5000000 @ -O1, 4.504202
20/04/24, 5000000 @ -O2, 4.497027
20/04/24, 5000000 @ -O3, 4.046810
20/04/24, 10000000 @ -O0, 15.774985
20/04/24, 10000000 @ -O1, 17.520919
20/04/24, 10000000 @ -O2, 14.706305
20/04/24, 10000000 @ -O3, 15.483520
21/04/24, 500000 @ -O0, 0.036522
21/04/24, 500000 @ -O1, 0.036538
21/04/24, 500000 @ -O2, 0.036111
21/04/24, 500000 @ -O3, 0.036612
21/04/24, 1000000 @ -O0, 0.101449
21/04/24, 1000000 @ -O1, 0.101961
21/04/24, 1000000 @ -O2, 0.103019
21/04/24, 1000000 @ -O3, 0.100949
21/04/24, 5000000 @ -O0, 4.018696
21/04/24, 5000000 @ -O1, 4.120149
21/04/24, 5000000 @ -O2, 4.102528
21/04/24, 5000000 @ -O3, 4.115668
21/04/24, 10000000 @ -O0, 15.173650
21/04/24, 10000000 @ -O1, 15.514553
21/04/24, 10000000 @ -O2, 16.395909
21/04/24, 10000000 @ -O3, 16.657527
22/04/24, 500000 @ -O0, 0.037496
22/04/24, 500000 @ -O1, 0.037482
22/04/24, 500000 @ -O2, 0.036521
22/04/24, 500000 @ -O3, 0.037605
22/04/24, 1000000 @ -O0, 0.098628
22/04/24, 1000000 @ -O1, 0.101406
22/04/24, 1000000 @ -O2, 0.102442
22/04/24, 1000000 @ -O3, 0.102511
22/04/24, 5000000 @ -O0, 4.502755
22/04/24, 5000000 @ -O1, 4.437352
22/04/24, 5000000 @ -O2, 4.327660
22/04/24, 5000000 @ -O3, 4.403870
22/04/24, 10000000 @ -O0, 17.053979
22/04/24, 10000000 @ -O1, 17.127182
22/04/24, 10000000 @ -O2, 17.371545
22/04/24, 10000000 @ -O3, 17.967661
23/04/24, 500000 @ -O0, 0.036802
23/04/24, 500000 @ -O1, 0.037413
23/04/24, 500000 @ -O2, 0.037092
23/04/24, 500000 @ -O3, 0.036993
23/04/24, 1000000 @ -O0, 0.101594
23/04/24, 1000000 @ -O1, 0.102850
23/04/24, 1000000 @ -O2, 0.103171
23/04/24, 1000000 @ -O3, 0.103168
23/04/24, 5000000 @ -O0, 4.227757
23/04/24, 5000000 @ -O1, 4.221281
23/04/24, 5000000 @ -O2, 4.618053
23/04/24, 5000000 @ -O3, 5.039397
23/04/24, 10000000 @ -O0, 16.820785
23/04/24, 10000000 @ -O1, 17.534690
23/04/24, 10000000 @ -O2, 16.666478
23/04/24, 10000000 @ -O3, 17.091277
24/04/24, 500000 @ -O0, 0.037071
24/04/24, 500000 @ -O1, 0.037199
24/04/24, 500000 @ -O2, 0.037698
24/04/24, 500000 @ -O3, 0.037072
24/04/24, 1000000 @ -O0, 0.100405
24/04/24, 1000000 @ -O1, 0.102767
24/04/24, 1000000 @ -O2, 0.103738
24/04/24, 1000000 @ -O3, 0.103546
24/04/24, 5000000 @ -O0, 5.017634
24/04/24, 5000000 @ -O1, 5.167321
24/04/24, 5000000 @ -O2, 5.454164
24/04/24, 5000000 @ -O3, 5.062869
24/04/24, 10000000 @ -O0, 16.775145
24/04/24, 10000000 @ -O1, 17.432642
24/04/24, 10000000 @ -O2, 17.115838
24/04/24, 10000000 @ -O3, 17.183252
25/04/24, 500000 @ -O0, 0.035261
25/04/24, 500000 @ -O1, 0.035925
25/04/24, 500000 @ -O2, 0.036430
25/04/24, 500000 @ -O3, 0.036400
25/04/24, 1000000 @ -O0, 0.098226
25/04/24, 1000000 @ -O1, 0.101802
25/04/24, 1000000 @ -O2, 0.102260
25/04/24, 1000000 @ -O3, 0.100597
25/04/24, 5000000 @ -O0, 3.043762
25/04/24, 5000000 @ -O1, 3.130682
25/04/24, 5000000 @ -O2, 3.199704
25/04/24, 5000000 @ -O3, 3.141029
25/04/24, 10000000 @ -O0, 12.978355
25/04/24, 10000000 @ -O1, 13.511627
25/04/24, 10000000 @ -O2, 15.643927
25/04/24, 10000000 @ -O3, 16.723222
26/04/24, 500000 @ -O0, 0.036368
26/04/24, 500000 @ -O1, 0.036777
26/04/24, 500000 @ -O2, 0.037077
26/04/24, 500000 @ -O3, 0.036929
26/04/24, 1000000 @ -O0, 0.099850
26/04/24, 1000000 @ -O1, 0.101613
26/04/24, 1000000 @ -O2, 0.102570
26/04/24, 1000000 @ -O3, 0.102429
26/04/24, 5000000 @ -O0, 4.647320
26/04/24, 5000000 @ -O1, 4.656435
26/04/24, 5000000 @ -O2, 4.842898
26/04/24, 5000000 @ -O3, 5.374029
26/04/24, 10000000 @ -O0, 18.360229
26/04/24, 10000000 @ -O1, 18.027011
26/04/24, 10000000 @ -O2, 18.847052
26/04/24, 10000000 @ -O3, 18.984244
27/04/24, 500000 @ -O0, 0.037045
27/04/24, 500000 @ -O1, 0.037176
27/04/24, 500000 @ -O2, 0.037429
27/04/24, 500000 @ -O3, 0.038236
27/04/24, 1000000 @ -O0, 0.102289
27/04/24, 1000000 @ -O1, 0.100936
27/04/24, 1000000 @ -O2, 0.101520
27/04/24, 1000000 @ -O3, 0.101667
27/04/24, 5000000 @ -O0, 5.795233
27/04/24, 5000000 @ -O1, 5.700567
27/04/24, 5000000 @ -O2, 5.608688
27/04/24, 5000000 @ -O3, 6.002400
27/04/24, 10000000 @ -O0, 16.999699
27/04/24, 10000000 @ -O1, 17.705789
27/04/24, 10000000 @ -O2, 17.450521
27/04/24, 10000000 @ -O3, 17.491350
28/04/24, 500000 @ -O0, 0.036121
28/04/24, 500000 @ -O1, 0.037116
28/04/24, 500000 @ -O2, 0.036475
28/04/24, 500000 @ -O3, 0.036553
28/04/24, 1000000 @ -O0, 0.098343
28/04/24, 1000000 @ -O1, 0.101744
28/04/24, 1000000 @ -O2, 0.103840
28/04/24, 1000000 @ -O3, 0.106643
28/04/24, 5000000 @ -O0, 3.647874
28/04/24, 5000000 @ -O1, 3.918108
28/04/24, 5000000 @ -O2, 3.707841
28/04/24, 5000000 @ -O3, 3.630007
